run_id,episode,reward,avg_wait_time,epsilon,alpha,gamma,epsilon_decay,deliveries,energy_used
qlearning_v1,246,-29216.9,127.39,0.08438,0.1,0.99,0.99,10,113
qlearning_v1,247,-29387.8,94.67,0.08354,0.1,0.99,0.99,7,96
qlearning_v1,248,-29272.9,64.95,0.0827,0.1,0.99,0.99,13,118
qlearning_v1,249,-30484.5,113.5,0.08188,0.1,0.99,0.99,7,110
qlearning_v1,250,-26370.2,91.47,0.08106,0.1,0.99,0.99,9,79
qlearning_v1,251,-29711.9,101.65,0.08025,0.1,0.99,0.99,13,93
qlearning_v1,252,-29876.7,104.05,0.07945,0.1,0.99,0.99,12,94
qlearning_v1,253,-27681.2,51.36,0.07865,0.1,0.99,0.99,6,79
qlearning_v1,254,-31535.2,117.48,0.07786,0.1,0.99,0.99,13,119
qlearning_v1,255,-28875.6,153.67,0.07709,0.1,0.99,0.99,4,107
qlearning_v1,256,-28299.7,36.18,0.07631,0.1,0.99,0.99,3,74
qlearning_v1,257,-30732.5,165.88,0.07555,0.1,0.99,0.99,0,115
qlearning_v1,258,-29793.4,70.14,0.0748,0.1,0.99,0.99,7,113
qlearning_v1,259,-28797.1,102.0,0.07405,0.1,0.99,0.99,10,92
qlearning_v1,260,-27950.2,5.0,0.07331,0.1,0.99,0.99,0,119
qlearning_v1,261,-29104.4,48.4,0.07257,0.1,0.99,0.99,7,88
qlearning_v1,262,-27816.9,77.76,0.07185,0.1,0.99,0.99,13,88
qlearning_v1,263,-29171.7,48.5,0.07113,0.1,0.99,0.99,2,104
qlearning_v1,264,-27922.3,70.05,0.07042,0.1,0.99,0.99,11,101
qlearning_v1,265,-29656.0,62.5,0.06972,0.1,0.99,0.99,1,110
qlearning_v1,266,-29111.5,93.9,0.06902,0.1,0.99,0.99,13,80
qlearning_v1,267,-29259.6,57.86,0.06833,0.1,0.99,0.99,6,87
qlearning_v1,268,-29099.4,88.21,0.06764,0.1,0.99,0.99,13,108
qlearning_v1,269,-26740.1,70.65,0.06697,0.1,0.99,0.99,9,72
qlearning_v1,270,-28803.2,63.85,0.0663,0.1,0.99,0.99,5,114
qlearning_v1,271,-27755.3,91.43,0.06564,0.1,0.99,0.99,8,101
qlearning_v1,272,-29593.8,115.32,0.06498,0.1,0.99,0.99,14,121
qlearning_v1,273,-29135.4,45.71,0.06433,0.1,0.99,0.99,6,103
qlearning_v1,274,-29632.6,83.1,0.06369,0.1,0.99,0.99,2,92
qlearning_v1,275,-28763.2,76.11,0.06305,0.1,0.99,0.99,11,94
qlearning_v1,276,-29202.6,39.5,0.06242,0.1,0.99,0.99,4,82
qlearning_v1,277,-30633.3,43.57,0.06179,0.1,0.99,0.99,6,66
qlearning_v1,278,-29044.0,50.83,0.06118,0.1,0.99,0.99,4,135
qlearning_v1,279,-28526.0,144.94,0.06056,0.1,0.99,0.99,10,120
qlearning_v1,280,-27473.9,43.93,0.05996,0.1,0.99,0.99,6,108
qlearning_v1,281,-30090.8,108.15,0.05936,0.1,0.99,0.99,13,101
qlearning_v1,282,-28033.3,61.33,0.05877,0.1,0.99,0.99,5,121
qlearning_v1,283,-28365.6,49.85,0.05818,0.1,0.99,0.99,7,107
qlearning_v1,284,-29745.2,146.0,0.0576,0.1,0.99,0.99,8,114
qlearning_v1,285,-30383.7,84.47,0.05702,0.1,0.99,0.99,9,89
qlearning_v1,286,-30223.1,77.64,0.05645,0.1,0.99,0.99,3,102
qlearning_v1,287,-28103.4,104.12,0.05589,0.1,0.99,0.99,16,98
qlearning_v1,288,-28846.6,89.89,0.05533,0.1,0.99,0.99,4,117
qlearning_v1,289,-30701.6,82.25,0.05477,0.1,0.99,0.99,8,152
qlearning_v1,290,-26968.4,143.0,0.05423,0.1,0.99,0.99,2,113
qlearning_v1,291,-28321.0,96.65,0.05368,0.1,0.99,0.99,9,115
qlearning_v1,292,-29145.5,79.21,0.05315,0.1,0.99,0.99,6,105
qlearning_v1,293,-26900.6,88.39,0.05262,0.1,0.99,0.99,10,112
qlearning_v1,294,-30788.1,68.68,0.05209,0.1,0.99,0.99,11,102
qlearning_v1,295,-27559.0,55.17,0.05157,0.1,0.99,0.99,4,135
qlearning_v1,296,-30530.4,139.47,0.05105,0.1,0.99,0.99,11,123
qlearning_v1,297,-29617.4,17.73,0.05054,0.1,0.99,0.99,3,53
qlearning_v1,298,-28758.2,115.67,0.05004,0.1,0.99,0.99,4,79
qlearning_v1,299,-29628.0,75.18,0.05,0.1,0.99,0.99,3,105
qlearning_v1,300,-28874.9,86.96,0.05,0.1,0.99,0.99,15,93
qlearning_v1,301,-28271.3,87.26,0.05,0.1,0.99,0.99,11,91
qlearning_v1,302,-28768.3,0.0,0.05,0.1,0.99,0.99,0,126
qlearning_v1,303,-28123.9,92.73,0.05,0.1,0.99,0.99,15,58
qlearning_v1,304,-29688.0,41.17,0.05,0.1,0.99,0.99,4,50
qlearning_v1,305,-29012.9,86.59,0.05,0.1,0.99,0.99,15,78
qlearning_v1,306,-29902.9,62.81,0.05,0.1,0.99,0.99,13,108
qlearning_v1,307,-30560.3,110.71,0.05,0.1,0.99,0.99,6,111
qlearning_v1,308,-29468.7,124.2,0.05,0.1,0.99,0.99,3,99
qlearning_v1,309,-29214.7,63.55,0.05,0.1,0.99,0.99,3,49
qlearning_v1,310,-28085.4,92.31,0.05,0.1,0.99,0.99,8,58
qlearning_v1,311,-32268.3,41.55,0.05,0.1,0.99,0.99,4,96
qlearning_v1,312,-31128.1,148.0,0.05,0.1,0.99,0.99,3,107
qlearning_v1,313,-30329.6,130.33,0.05,0.1,0.99,0.99,1,127
qlearning_v1,314,-30212.1,172.4,0.05,0.1,0.99,0.99,2,132
qlearning_v1,315,-30305.3,99.32,0.05,0.1,0.99,0.99,14,106
qlearning_v1,316,-30235.0,113.65,0.05,0.1,0.99,0.99,12,130
qlearning_v1,317,-28261.7,65.05,0.05,0.1,0.99,0.99,14,69
qlearning_v1,318,-28834.0,75.56,0.05,0.1,0.99,0.99,9,105
qlearning_v1,319,-29902.0,13.1,0.05,0.1,0.99,0.99,2,100
qlearning_v1,320,-29124.6,113.89,0.05,0.1,0.99,0.99,10,112
qlearning_v1,321,-29354.4,37.4,0.05,0.1,0.99,0.99,7,83
qlearning_v1,322,-30149.1,0.0,0.05,0.1,0.99,0.99,0,117
qlearning_v1,323,-29455.8,99.38,0.05,0.1,0.99,0.99,8,81
qlearning_v1,324,-28738.1,87.64,0.05,0.1,0.99,0.99,6,97
qlearning_v1,325,-31154.5,68.55,0.05,0.1,0.99,0.99,3,115
qlearning_v1,326,-30277.1,157.73,0.05,0.1,0.99,0.99,3,117
qlearning_v1,327,-29608.3,48.2,0.05,0.1,0.99,0.99,2,121
qlearning_v1,328,-29050.4,134.3,0.05,0.1,0.99,0.99,2,113
qlearning_v1,329,-29956.2,108.9,0.05,0.1,0.99,0.99,2,89
qlearning_v1,330,-28658.6,136.26,0.05,0.1,0.99,0.99,12,112
qlearning_v1,331,-28873.4,64.75,0.05,0.1,0.99,0.99,14,88
qlearning_v1,332,-29370.3,84.15,0.05,0.1,0.99,0.99,5,131
qlearning_v1,333,-28619.7,83.71,0.05,0.1,0.99,0.99,9,104
qlearning_v1,334,-26502.7,106.69,0.05,0.1,0.99,0.99,7,114
qlearning_v1,335,-29639.6,106.23,0.05,0.1,0.99,0.99,5,102
qlearning_v1,336,-29973.1,46.7,0.05,0.1,0.99,0.99,3,137
qlearning_v1,337,-27965.2,123.83,0.05,0.1,0.99,0.99,10,94
qlearning_v1,338,-28897.1,73.42,0.05,0.1,0.99,0.99,4,82
qlearning_v1,339,-29190.9,66.33,0.05,0.1,0.99,0.99,5,98
qlearning_v1,340,-26484.7,119.08,0.05,0.1,0.99,0.99,5,114
qlearning_v1,341,-28676.5,95.12,0.05,0.1,0.99,0.99,9,115
qlearning_v1,342,-30604.4,98.85,0.05,0.1,0.99,0.99,5,123
qlearning_v1,343,-28903.4,0.0,0.05,0.1,0.99,0.99,0,123
qlearning_v1,344,-28618.8,103.78,0.05,0.1,0.99,0.99,1,101
qlearning_v1,345,-29702.1,123.5,0.05,0.1,0.99,0.99,4,117
qlearning_v1,346,-32249.7,104.23,0.05,0.1,0.99,0.99,5,109
qlearning_v1,347,-28232.7,140.54,0.05,0.1,0.99,0.99,19,114
qlearning_v1,348,-28677.6,120.18,0.05,0.1,0.99,0.99,3,97
qlearning_v1,349,-30043.7,76.33,0.05,0.1,0.99,0.99,5,94
qlearning_v1,350,-27894.4,0.0,0.05,0.1,0.99,0.99,0,128
qlearning_v1,351,-28857.4,43.73,0.05,0.1,0.99,0.99,3,38
qlearning_v1,352,-28588.8,78.74,0.05,0.1,0.99,0.99,12,101
qlearning_v1,353,-30023.6,124.8,0.05,0.1,0.99,0.99,2,97
qlearning_v1,354,-29545.1,101.71,0.05,0.1,0.99,0.99,13,72
qlearning_v1,355,-30823.6,88.77,0.05,0.1,0.99,0.99,5,97
qlearning_v1,356,-28674.7,118.67,0.05,0.1,0.99,0.99,7,119
qlearning_v1,357,-29965.3,137.67,0.05,0.1,0.99,0.99,4,111
qlearning_v1,358,-28745.8,107.62,0.05,0.1,0.99,0.99,14,116
qlearning_v1,359,-26616.4,101.44,0.05,0.1,0.99,0.99,8,118
qlearning_v1,360,-28108.3,53.25,0.05,0.1,0.99,0.99,8,116
qlearning_v1,361,-29425.5,99.14,0.05,0.1,0.99,0.99,6,95
qlearning_v1,362,-31711.4,75.42,0.05,0.1,0.99,0.99,4,98
qlearning_v1,363,-28690.2,82.13,0.05,0.1,0.99,0.99,7,94
qlearning_v1,364,-29751.3,51.54,0.05,0.1,0.99,0.99,6,91
qlearning_v1,365,-29555.4,83.75,0.05,0.1,0.99,0.99,12,93
qlearning_v1,366,-30778.1,155.64,0.05,0.1,0.99,0.99,4,132
qlearning_v1,367,-30076.9,60.54,0.05,0.1,0.99,0.99,5,98
qlearning_v1,368,-27712.0,99.16,0.05,0.1,0.99,0.99,12,105
qlearning_v1,369,-28914.7,4.0,0.05,0.1,0.99,0.99,0,39
qlearning_v1,370,-28617.7,89.8,0.05,0.1,0.99,0.99,7,89
qlearning_v1,371,-31676.2,108.79,0.05,0.1,0.99,0.99,11,114
qlearning_v1,372,-28157.8,79.14,0.05,0.1,0.99,0.99,6,111
qlearning_v1,373,-26936.4,89.0,0.05,0.1,0.99,0.99,9,108
qlearning_v1,374,-29126.4,134.33,0.05,0.1,0.99,0.99,10,108
qlearning_v1,375,-27633.5,63.6,0.05,0.1,0.99,0.99,2,80
qlearning_v1,376,-29867.1,44.25,0.05,0.1,0.99,0.99,4,92
qlearning_v1,377,-29773.4,91.78,0.05,0.1,0.99,0.99,15,108
qlearning_v1,378,-28111.0,112.4,0.05,0.1,0.99,0.99,2,95
qlearning_v1,379,-29306.6,53.77,0.05,0.1,0.99,0.99,10,97
qlearning_v1,380,-28602.2,94.05,0.05,0.1,0.99,0.99,11,74
qlearning_v1,381,-31588.6,108.08,0.05,0.1,0.99,0.99,4,97
qlearning_v1,382,-29684.7,139.18,0.05,0.1,0.99,0.99,3,99
qlearning_v1,383,-29783.2,0.0,0.05,0.1,0.99,0.99,0,104
qlearning_v1,384,-28120.2,117.84,0.05,0.1,0.99,0.99,19,89
qlearning_v1,385,-29047.6,92.71,0.05,0.1,0.99,0.99,6,117
qlearning_v1,386,-30119.7,104.45,0.05,0.1,0.99,0.99,4,99
qlearning_v1,387,-28400.5,79.0,0.05,0.1,0.99,0.99,9,55
qlearning_v1,388,-29088.5,66.83,0.05,0.1,0.99,0.99,15,60
qlearning_v1,389,-30285.8,98.0,0.05,0.1,0.99,0.99,2,136
qlearning_v1,390,-29677.2,77.63,0.05,0.1,0.99,0.99,20,119
qlearning_v1,391,-27690.7,72.91,0.05,0.1,0.99,0.99,3,89
qlearning_v1,392,-29114.9,115.94,0.05,0.1,0.99,0.99,9,108
qlearning_v1,393,-27471.1,56.33,0.05,0.1,0.99,0.99,8,52
qlearning_v1,394,-29353.8,53.92,0.05,0.1,0.99,0.99,5,96
qlearning_v1,395,-29888.8,52.15,0.05,0.1,0.99,0.99,5,91
qlearning_v1,396,-30438.5,0.0,0.05,0.1,0.99,0.99,0,125
qlearning_v1,397,-27715.7,69.75,0.05,0.1,0.99,0.99,8,99
qlearning_v1,398,-29762.0,53.25,0.05,0.1,0.99,0.99,0,140
qlearning_v1,399,-30154.1,130.47,0.05,0.1,0.99,0.99,7,112
qlearning_v1,400,-28723.1,105.86,0.05,0.1,0.99,0.99,6,62
qlearning_v1,401,-29442.6,137.0,0.05,0.1,0.99,0.99,6,102
qlearning_v1,402,-27890.9,3.33,0.05,0.1,0.99,0.99,0,113
qlearning_v1,403,-30801.3,41.2,0.05,0.1,0.99,0.99,2,36
qlearning_v1,404,-29320.5,57.47,0.05,0.1,0.99,0.99,9,100
qlearning_v1,405,-28170.3,0.0,0.05,0.1,0.99,0.99,0,131
qlearning_v1,406,-31381.7,135.81,0.05,0.1,0.99,0.99,8,79
qlearning_v1,407,-28264.4,0.0,0.05,0.1,0.99,0.99,0,108
qlearning_v1,408,-30591.6,0.0,0.05,0.1,0.99,0.99,0,112
qlearning_v1,409,-28583.1,82.6,0.05,0.1,0.99,0.99,12,92
qlearning_v1,410,-30569.3,111.0,0.05,0.1,0.99,0.99,12,111
qlearning_v1,411,-28410.4,99.62,0.05,0.1,0.99,0.99,11,83
qlearning_v1,412,-28808.2,100.4,0.05,0.1,0.99,0.99,2,129
qlearning_v1,413,-29747.7,0.0,0.05,0.1,0.99,0.99,0,124
qlearning_v1,414,-30060.7,82.6,0.05,0.1,0.99,0.99,7,104
qlearning_v1,415,-29434.6,113.87,0.05,0.1,0.99,0.99,7,107
qlearning_v1,416,-30640.4,56.92,0.05,0.1,0.99,0.99,4,58
qlearning_v1,417,-28866.4,55.38,0.05,0.1,0.99,0.99,5,48
qlearning_v1,418,-28223.5,118.38,0.05,0.1,0.99,0.99,13,110
qlearning_v1,419,-28501.2,72.43,0.05,0.1,0.99,0.99,6,124
qlearning_v1,420,-29921.4,103.25,0.05,0.1,0.99,0.99,0,123
qlearning_v1,421,-29711.0,56.86,0.05,0.1,0.99,0.99,6,120
qlearning_v1,422,-29691.2,79.2,0.05,0.1,0.99,0.99,12,94
qlearning_v1,423,-29303.2,99.69,0.05,0.1,0.99,0.99,5,99
qlearning_v1,424,-26817.3,58.08,0.05,0.1,0.99,0.99,4,111
qlearning_v1,425,-28065.6,88.47,0.05,0.1,0.99,0.99,7,102
qlearning_v1,426,-30376.1,120.73,0.05,0.1,0.99,0.99,3,117
qlearning_v1,427,-29609.2,37.64,0.05,0.1,0.99,0.99,3,34
qlearning_v1,428,-30091.0,151.1,0.05,0.1,0.99,0.99,2,120
qlearning_v1,429,-28084.3,86.27,0.05,0.1,0.99,0.99,5,86
qlearning_v1,430,-28531.9,64.06,0.05,0.1,0.99,0.99,9,68
qlearning_v1,431,-29578.6,68.0,0.05,0.1,0.99,0.99,2,37
qlearning_v1,432,-26992.3,34.44,0.05,0.1,0.99,0.99,3,66
qlearning_v1,433,-30681.0,94.23,0.05,0.1,0.99,0.99,5,100
qlearning_v1,434,-29967.2,60.5,0.05,0.1,0.99,0.99,6,69
qlearning_v1,435,-27893.1,96.4,0.05,0.1,0.99,0.99,7,107
qlearning_v1,436,-28053.6,114.13,0.05,0.1,0.99,0.99,7,117
qlearning_v1,437,-29179.6,64.2,0.05,0.1,0.99,0.99,2,157
qlearning_v1,438,-28120.8,53.09,0.05,0.1,0.99,0.99,3,116
qlearning_v1,439,-28022.8,38.55,0.05,0.1,0.99,0.99,3,76
qlearning_v1,440,-30029.1,27.67,0.05,0.1,0.99,0.99,4,92
qlearning_v1,441,-29313.5,114.13,0.05,0.1,0.99,0.99,7,100
qlearning_v1,442,-31552.7,77.25,0.05,0.1,0.99,0.99,4,114
qlearning_v1,443,-26765.2,74.33,0.05,0.1,0.99,0.99,4,94
qlearning_v1,444,-29944.0,85.73,0.05,0.1,0.99,0.99,3,120
qlearning_v1,445,-27825.5,91.71,0.05,0.1,0.99,0.99,9,100
qlearning_v1,446,-28225.3,70.88,0.05,0.1,0.99,0.99,8,106
qlearning_v1,447,-28268.7,110.18,0.05,0.1,0.99,0.99,3,109
qlearning_v1,448,-28914.8,95.08,0.05,0.1,0.99,0.99,5,101
qlearning_v1,449,-29653.7,74.33,0.05,0.1,0.99,0.99,1,139
qlearning_v1,450,-29721.3,80.2,0.05,0.1,0.99,0.99,12,106
qlearning_v1,451,-28334.3,72.81,0.05,0.1,0.99,0.99,8,61
qlearning_v1,452,-29197.3,64.72,0.05,0.1,0.99,0.99,10,46
qlearning_v1,453,-31334.6,121.79,0.05,0.1,0.99,0.99,6,102
qlearning_v1,454,-29856.5,2.5,0.05,0.1,0.99,0.99,0,135
qlearning_v1,455,-29229.0,130.89,0.05,0.1,0.99,0.99,1,120
qlearning_v1,456,-29877.3,84.12,0.05,0.1,0.99,0.99,18,96
qlearning_v1,457,-30207.2,41.91,0.05,0.1,0.99,0.99,3,139
qlearning_v1,458,-28952.8,65.21,0.05,0.1,0.99,0.99,6,96
qlearning_v1,459,-28399.1,91.12,0.05,0.1,0.99,0.99,10,52
qlearning_v1,460,-29907.7,81.4,0.05,0.1,0.99,0.99,8,104
qlearning_v1,461,-28548.3,9.83,0.05,0.1,0.99,0.99,4,111
qlearning_v1,462,-28757.3,108.71,0.05,0.1,0.99,0.99,6,91
qlearning_v1,463,-30016.0,14.0,0.05,0.1,0.99,0.99,4,45
qlearning_v1,464,-30945.3,61.45,0.05,0.1,0.99,0.99,4,151
qlearning_v1,465,-29586.5,96.79,0.05,0.1,0.99,0.99,6,130
qlearning_v1,466,-28966.3,75.8,0.05,0.1,0.99,0.99,13,106
qlearning_v1,467,-29302.1,74.63,0.05,0.1,0.99,0.99,11,102
qlearning_v1,468,-30969.4,57.92,0.05,0.1,0.99,0.99,4,113
qlearning_v1,469,-28210.6,4.5,0.05,0.1,0.99,0.99,0,32
qlearning_v1,470,-27803.2,35.22,0.05,0.1,0.99,0.99,1,69
qlearning_v1,471,-30479.8,33.9,0.05,0.1,0.99,0.99,2,131
qlearning_v1,472,-27869.8,50.85,0.05,0.1,0.99,0.99,5,66
qlearning_v1,473,-27154.6,71.83,0.05,0.1,0.99,0.99,10,82
qlearning_v1,474,-30518.2,0.0,0.05,0.1,0.99,0.99,0,129
qlearning_v1,475,-31069.2,40.36,0.05,0.1,0.99,0.99,6,79
qlearning_v1,476,-29622.0,67.11,0.05,0.1,0.99,0.99,1,85
qlearning_v1,477,-29915.0,55.0,0.05,0.1,0.99,0.99,3,40
qlearning_v1,478,-27352.6,66.12,0.05,0.1,0.99,0.99,9,67
qlearning_v1,479,-27194.0,84.07,0.05,0.1,0.99,0.99,7,105
qlearning_v1,480,-29186.3,25.67,0.05,0.1,0.99,0.99,1,76
qlearning_v1,481,-27299.2,83.15,0.05,0.1,0.99,0.99,18,104
qlearning_v1,482,-31366.2,67.33,0.05,0.1,0.99,0.99,11,69
qlearning_v1,483,-27668.7,81.53,0.05,0.1,0.99,0.99,9,84
qlearning_v1,484,-27754.4,59.82,0.05,0.1,0.99,0.99,9,68
qlearning_v1,485,-29718.4,21.7,0.05,0.1,0.99,0.99,3,53
qlearning_v1,486,-26686.4,0.0,0.05,0.1,0.99,0.99,0,123
qlearning_v1,487,-31969.3,17.78,0.05,0.1,0.99,0.99,1,61
qlearning_v1,488,-29338.0,18.5,0.05,0.1,0.99,0.99,2,55
qlearning_v1,489,-28217.6,21.6,0.05,0.1,0.99,0.99,2,92
qlearning_v1,490,-29050.9,120.94,0.05,0.1,0.99,0.99,9,123
qlearning_v1,491,-30109.2,31.7,0.05,0.1,0.99,0.99,2,79
qlearning_v1,492,-29151.4,24.67,0.05,0.1,0.99,0.99,1,158
qlearning_v1,493,-29204.9,55.67,0.05,0.1,0.99,0.99,4,143
qlearning_v1,494,-29544.2,56.27,0.05,0.1,0.99,0.99,3,39
qlearning_v1,495,-29850.4,80.87,0.05,0.1,0.99,0.99,7,113
qlearning_v1,496,-30734.1,105.41,0.05,0.1,0.99,0.99,9,137
qlearning_v1,497,-30136.6,96.12,0.05,0.1,0.99,0.99,9,107
qlearning_v1,498,-30146.7,91.81,0.05,0.1,0.99,0.99,8,89
qlearning_v1,499,-28827.6,72.47,0.05,0.1,0.99,0.99,7,77
qlearning_v1,500,-29010.8,75.85,0.05,0.1,0.99,0.99,12,71
